;tweetid;stance;senti;target;moral;toxic;act;vad
1512;616752754070028288;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];toxic;sta;[0.26557142857142857, 0.23135714285714287, 0.2502142857142857]
1513;616768095684694017;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];toxic;exp;[0.0877, 0.1243, 0.1346]
1514;616774484465336320;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.32263157894736844, 0.27342105263157895, 0.2527368421052632]
1515;616785173951033344;NONE;NEITHER;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.17655555555555558, 0.12322222222222222, 0.12344444444444444]
1516;616818819739226112;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.395875, 0.375625, 0.46037500000000003]
1517;616834372143042560;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4116470588235294, 0.2799411764705882, 0.3684705882352941]
1518;616834744882470912;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.3000769230769231, 0.18223076923076922, 0.256]
1519;616836378844876800;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sta;[0.26859999999999995, 0.2672, 0.2626]
1520;616855028905717760;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.3379333333333333, 0.343, 0.34413333333333335]
1521;616855376902795264;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.2769333333333333, 0.332, 0.2494]
1522;616858463868710912;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.37566666666666665, 0.22944444444444445, 0.3791111111111111]
1523;616858997346443265;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];toxic;que;[0.2881818181818182, 0.26145454545454544, 0.29354545454545455]
1524;616864865521664000;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];toxic;que;[0.22028571428571425, 0.2227857142857143, 0.2664285714285714]
1525;616867805430857728;NONE;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];toxic;sta;[0.22641666666666668, 0.2788333333333333, 0.25991666666666663]
1526;616886729111437312;NONE;NEITHER;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.49664285714285716, 0.2609285714285714, 0.39342857142857135]
1527;616889535658618881;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;oth;[0.4282941176470588, 0.3958823529411765, 0.38682352941176473]
1528;616914186258489344;FAVOR;POSITIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.288875, 0.139125, 0.27249999999999996]
1529;616914308581036032;NONE;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.17645454545454545, 0.14481818181818182, 0.17154545454545456]
1530;616928690354692096;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.3557142857142857, 0.24471428571428572, 0.3071428571428571]
1531;616946580801716225;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.3428888888888889, 0.24711111111111114, 0.30899999999999994]
1532;616948518306099200;NONE;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 1, 0, 1, 0];toxic;oth;[0.2027333333333333, 0.29, 0.20746666666666666]
1533;616949417342595072;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sta;[0.20518181818181816, 0.21963636363636363, 0.24854545454545454]
1534;616962903007195136;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;exp;[0.21400000000000002, 0.12409999999999999, 0.1731]
1535;616969529210572800;NONE;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];toxic;exp;[0.24731250000000005, 0.2764375, 0.22781249999999997]
1536;616978867832668160;NONE;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.2242, 0.2157, 0.17099999999999999]
1537;616987955337412609;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.1753333333333333, 0.11966666666666666, 0.16755555555555557]
1538;616995512957431808;NONE;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.3335000000000001, 0.25533333333333336, 0.3156666666666667]
1539;617006731302948865;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];toxic;sta;[0.24240000000000003, 0.41869999999999996, 0.28090000000000004]
1540;617013926753136640;FAVOR;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sta;[0.37155555555555553, 0.21122222222222223, 0.26066666666666666]
1541;617030820402892801;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.2455, 0.29100000000000004, 0.25429999999999997]
1542;617038771976978433;AGAINST;NEGATIVE;Feminist Movement;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sug;[0.46680000000000005, 0.3446666666666667, 0.46193333333333336]
1543;617055884620005376;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.3569090909090909, 0.1912727272727273, 0.29154545454545455]
1544;617055918950346752;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.20058333333333334, 0.18041666666666667, 0.17783333333333337]
1545;617057010941599745;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.32376923076923075, 0.28823076923076923, 0.32961538461538464]
1546;617072284461744132;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];toxic;sta;[0.31, 0.41500000000000004, 0.3801111111111111]
1547;617084453081329664;FAVOR;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];non_toxic;exp;[0.3119, 0.27830000000000005, 0.299]
1548;617098481862352896;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];toxic;oth;[0.19314285714285712, 0.2225714285714286, 0.22242857142857142]
1549;617098754756218884;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 1, 0, 1, 0, 0, 0];toxic;que;[0.3465384615384615, 0.286, 0.31584615384615383]
1550;617101336874758144;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];toxic;sta;[0.2737, 0.2579, 0.2226]
1551;617120413642915840;AGAINST;POSITIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.36233333333333334, 0.231, 0.34175]
1552;617154403250798592;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];toxic;exp;[0.20783333333333331, 0.26458333333333334, 0.20091666666666666]
1553;617173869728632832;AGAINST;POSITIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.2598571428571429, 0.20735714285714282, 0.2305714285714286]
1554;617177986253594624;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.27566666666666667, 0.2798333333333333, 0.2313333333333333]
1555;617192546427482112;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.31899999999999995, 0.313, 0.3136666666666667]
1556;617196784071237632;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];toxic;sug;[0.30171428571428566, 0.2536428571428571, 0.24607142857142855]
1557;617214810107850752;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;oth;[0.3623571428571428, 0.18957142857142859, 0.2887142857142857]
1558;617241379589128192;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;oth;[0.19768750000000002, 0.24012499999999998, 0.21881250000000002]
1559;617261427988938753;AGAINST;NEITHER;Feminist Movement;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;que;[0.40299999999999997, 0.3303333333333333, 0.3994166666666666]
1560;617279126202781696;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.411875, 0.3315, 0.36200000000000004]
1561;617287081505632257;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 0, 0, 1, 0, 1, 0, 1];non_toxic;sta;[0.38535714285714284, 0.29864285714285715, 0.3760714285714286]
1562;617305534459445248;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;que;[0.4076875, 0.29781250000000004, 0.4125]
1563;617326750893256705;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];toxic;sta;[0.25983333333333336, 0.21841666666666668, 0.22133333333333335]
1564;617330826057887744;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.35309090909090907, 0.2932727272727273, 0.3154545454545455]
1565;617330925949554689;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;oth;[0.345, 0.24958333333333335, 0.32675]
1566;617336674377334784;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;que;[0.17266666666666666, 0.34441666666666665, 0.29616666666666663]
1567;617337415016009728;AGAINST;POSITIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.2718666666666667, 0.2283333333333334, 0.2022]
1568;617337570100273152;AGAINST;POSITIVE;Feminist Movement;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5224374999999999, 0.34025000000000005, 0.47543750000000007]
1569;617346222672748544;AGAINST;NEITHER;Feminist Movement;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.35039999999999993, 0.2675, 0.34500000000000003]
1570;617362878488805377;AGAINST;NEGATIVE;Feminist Movement;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;oth;[0.2733333333333333, 0.17822222222222223, 0.222]
1571;617364130106863616;AGAINST;NEGATIVE;Feminist Movement;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.35723076923076924, 0.34161538461538465, 0.3734615384615385]
1572;588384578500366336;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 1, 0, 1];non_toxic;oth;[0.304, 0.2464, 0.32539999999999997]
1573;588384760642215936;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.2663125, 0.188, 0.254625]
1574;588385316366639104;NONE;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.19613333333333333, 0.23593333333333336, 0.23406666666666667]
1575;588388389017280513;FAVOR;POSITIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.2531, 0.1635, 0.2836]
1576;588395141372620801;NONE;NEGATIVE;Hillary Clinton;[1, 0, 1, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.31141176470588233, 0.3371176470588236, 0.3241176470588235]
1577;588398002567446528;AGAINST;NEITHER;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.0885, 0.08009999999999999, 0.0651]
1578;588398193009803264;FAVOR;POSITIVE;Hillary Clinton;[1, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;exp;[0.642, 0.29085714285714287, 0.5785714285714285]
1579;588398340175364096;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;que;[0.36116666666666664, 0.26991666666666664, 0.30224999999999996]
1580;588403780191817729;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];toxic;exp;[0.3985, 0.37649999999999995, 0.4619]
1581;588403801469554688;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.2578571428571429, 0.142, 0.17457142857142857]
1582;588409792995143680;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.2635, 0.264125, 0.30325]
1583;588413555541680129;NONE;NEITHER;Hillary Clinton;[1, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.2917272727272728, 0.21581818181818183, 0.252]
1584;588413586269044737;AGAINST;NEITHER;Hillary Clinton;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.3239375, 0.20681249999999998, 0.288625]
1585;588418889077260288;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;oth;[0.37462500000000004, 0.308125, 0.309125]
1586;588419658874773504;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.19854545454545455, 0.2167272727272727, 0.222]
1587;588420531495575552;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.101, 0.14806249999999999, 0.1173125]
1588;588423419223375872;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.1666363636363636, 0.14036363636363636, 0.15281818181818183]
1589;588425467381747713;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.4287272727272727, 0.38327272727272726, 0.48109090909090907]
1590;588426207001235457;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];toxic;oth;[0.2776363636363637, 0.2509090909090909, 0.29654545454545456]
1591;588428960498720768;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 1, 0, 1, 0, 0, 0];toxic;sug;[0.2428823529411765, 0.2171764705882353, 0.1988235294117647]
1592;588429356260667393;NONE;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.29275, 0.2245, 0.22458333333333333]
1593;588439479897223168;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 1, 0, 0, 0, 1, 0];toxic;exp;[0.2617857142857143, 0.22428571428571425, 0.24592857142857144]
1594;588442075642736642;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3755, 0.281875, 0.344]
1595;588445085332680704;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;que;[0.17308333333333334, 0.2734166666666667, 0.2786666666666667]
1596;588445807566721024;NONE;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.264, 0.14257142857142857, 0.2374285714285714]
1597;588452095612715010;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.3048125, 0.39224999999999993, 0.3898125]
1598;588452880446697472;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.33737500000000004, 0.301, 0.274875]
1599;588453948761202688;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.084625, 0.145625, 0.12825]
1600;588455501756637184;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3217333333333333, 0.23246666666666668, 0.3198666666666667]
1601;588456068952502272;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.27815384615384614, 0.22546153846153846, 0.2486153846153846]
1602;588457539202904064;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.3402857142857143, 0.2411428571428571, 0.30492857142857144]
1603;588461985953484802;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.1085, 0.08816666666666667, 0.15283333333333335]
1604;588471349561069568;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];toxic;exp;[0.24033333333333332, 0.3045833333333334, 0.2848333333333333]
1605;588474052211318785;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.13540000000000002, 0.1244, 0.1946]
1606;588474831898877953;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;que;[0.385, 0.333, 0.4404166666666667]
1607;588483229662883840;NONE;NEGATIVE;Hillary Clinton;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0, 0, 0]
1608;588485304027377664;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.23, 0.19284615384615386, 0.2380769230769231]
1609;588486479875182592;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.3666153846153846, 0.2833076923076923, 0.337923076923077]
1610;588490211874615296;FAVOR;POSITIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.33990909090909094, 0.2873636363636363, 0.4068181818181818]
1611;588491128489414657;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;que;[0.11372727272727273, 0.12836363636363635, 0.10954545454545453]
1612;588491905878503425;NONE;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.38071428571428567, 0.3834285714285714, 0.3234285714285714]
1613;588494211722293248;FAVOR;NEGATIVE;Hillary Clinton;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.1313, 0.1759, 0.1103]
1614;588501823662657536;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.365, 0.2694, 0.3835]
1615;588506587976880128;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.27935714285714286, 0.20978571428571433, 0.28578571428571425]
1616;588510405711908864;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;oth;[0.21461538461538462, 0.29715384615384616, 0.29861538461538467]
1617;588515807552004096;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.3431818181818182, 0.2220909090909091, 0.29563636363636364]
1618;588518619237199872;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.26563636363636367, 0.2178181818181818, 0.2850909090909091]
1619;588521404519190528;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.22, 0.16825, 0.169]
1620;588521426669285376;FAVOR;POSITIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3531875, 0.22731249999999997, 0.339375]
1621;588521535134019584;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.28355555555555556, 0.19111111111111112, 0.19422222222222224]
1622;588522163969380352;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.4443846153846154, 0.3298461538461538, 0.3790769230769231]
1623;588523012271386624;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 1, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.43050000000000005, 0.27266666666666667, 0.355]
1624;588524220025589760;NONE;NEGATIVE;Hillary Clinton;[0, 0, 1, 0, 0, 1, 0, 0, 1, 0];toxic;exp;[0.25978571428571434, 0.29728571428571426, 0.2878571428571428]
1625;588526269135912960;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.40349999999999997, 0.408625, 0.425125]
1626;588530826813378562;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3358461538461538, 0.2803076923076923, 0.2836923076923077]
1627;588532058940514304;NONE;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.19144444444444442, 0.13155555555555554, 0.22099999999999997]
1628;588541125042012160;FAVOR;POSITIVE;Hillary Clinton;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;sta;[0.19318181818181818, 0.15554545454545454, 0.1928181818181818]
1629;588543718782820352;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.39107142857142857, 0.2775714285714286, 0.29671428571428576]
1630;588543940611051520;NONE;NEITHER;Hillary Clinton;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.43162500000000004, 0.375, 0.393875]
1631;588545951083536385;AGAINST;NEITHER;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.084625, 0.07775, 0.121625]
1632;588547124091981824;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];toxic;que;[0.13838461538461538, 0.11930769230769232, 0.15715384615384617]
1633;588547650393341952;NONE;POSITIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.1204, 0.068, 0.1436]
1634;588548263969619969;AGAINST;NEGATIVE;Hillary Clinton;[1, 0, 0, 0, 1, 0, 0, 0, 0, 1];toxic;oth;[0.35869999999999996, 0.26359999999999995, 0.33019999999999994]
1635;588556497778511872;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.34681249999999997, 0.293625, 0.3725625]
1636;588557334076469249;NONE;NEGATIVE;Hillary Clinton;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.13228571428571428, 0.1615, 0.17542857142857143]
1637;588558052325924864;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];non_toxic;oth;[0.3984285714285714, 0.4034285714285714, 0.41942857142857143]
1638;588561818387292162;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.32718749999999996, 0.24531249999999993, 0.3141875]
1639;588568120308051968;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.35233333333333333, 0.2372, 0.31766666666666665]
1640;588570786618683392;NONE;POSITIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.313, 0.3036666666666667, 0.4050833333333333]
1641;588575939304394753;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.3725714285714286, 0.2774285714285714, 0.3442857142857143]
1642;588581336580927488;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.2389230769230769, 0.23446153846153847, 0.27792307692307694]
1643;588587659431284736;NONE;NEITHER;Hillary Clinton;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;oth;[0, 0, 0]
1644;588593299549650944;NONE;NEGATIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.09322222222222223, 0.14844444444444443, 0.10377777777777779]
1645;588602783785320448;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.37053333333333327, 0.22606666666666664, 0.267]
1646;588623327515783168;NONE;POSITIVE;Hillary Clinton;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4592173913043478, 0.31878260869565217, 0.3701304347826087]
1647;588632453239144450;FAVOR;NEGATIVE;Hillary Clinton;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.22012500000000002, 0.08725000000000001, 0.1495]
1648;588677198946533378;AGAINST;NEGATIVE;Hillary Clinton;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.195, 0.26299999999999996, 0.25445454545454543]
1649;588678087400882176;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.309, 0.22139999999999999, 0.2999333333333334]
1650;588680041342570499;NONE;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.12642857142857142, 0.07714285714285715, 0.11157142857142857]
1651;588686361873481730;FAVOR;POSITIVE;Hillary Clinton;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5675454545454546, 0.34263636363636363, 0.5006363636363637]
1652;588689768113909760;FAVOR;POSITIVE;Hillary Clinton;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.316375, 0.204375, 0.35450000000000004]
1653;588690164291149824;AGAINST;NEGATIVE;Hillary Clinton;[1, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.3063333333333333, 0.2524166666666667, 0.31708333333333333]
1654;588690573026058240;AGAINST;NEGATIVE;Hillary Clinton;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.326125, 0.254625, 0.328125]
